id,to_Text_id,Line_Position,Tsez_Line,English_Translation,Russian_Translation
1658,33,21,"Sida quł užä “eni-babiwqor” eƛin, ʕaƛoxar ik’anix di c’aq’ urqizi oqäsi yoł.","One day, the boy said to his 'parents': ""I'm really thinking about going into the village.","Однажды сын «родителям» сказал, я очень хочу пойти в село,"
1659,33,22,"Där eniwn, esnabin bukada betinƛin.","I wanted to see my mother and my brothers.""","чтобы видеться с матерью и братьями мол."
1660,33,23,"Ozatawni eniya eƛin, ʕaƛaɣor ik’iłin, deber mežiz iday gurow kanłi bukaynč’i.","The blind mother said: ""Although you go into the village, you will only see the light of your home.","Слепая «мама» сказала, хотя ты пойдешь в село, ты увидишь свет только в вашем доме мол."
1661,33,24,"ʕAdada huni raq debiƛin.","Your way will be of no purpose.","Твой поход будет напрасным мол."
1662,33,25,"Šebi royłin yeda uži ik’inč’ey ičinanu.","No matter what to do, the boy had to go.","Во что бы то ни стало, юноша пошел."
1663,33,26,"Eni-babiya yisiqor yorɣa gulun teƛno egirno.","The parents gave him an amble-horse and let him go.","«Родители» дали ему коня-иноходца и отправили."
1664,33,27,"Ik’in, neširur yeda ʕaƛ bukayza mečoƛ’or aynosi, yizzoxay gurow č’ura rukayx zownanu.","He went on and in the evening, when he came to a place where he could see the village, he saw only light coming from his [house].","Пошел и к вечеру пришел туда, откуда было видно село, и свет был виден только в их доме."
1665,33,28,"Neł č’uramxor ɣˤutkoxorno ik’in akäz ezunosi, sis ozuri yołali esiya q’ˤiryoƛ’ geler žek’uzas q’ˤimbi kurxo yukayn.","He went to the house with light, looked into the window and saw his one-eyed sister throwing people's heads over the floor.","По этому свету он пошел к дому, посмотрел через окно и увидел одноглазую сестру, которая катила по полу человеческие головы."
1666,33,29,"Mada gulun bicin tełxor ik’anix ac žek’nosi, neła žedu q’ˤimbi taxeƛ ruqˤno.","He tied the horse outside to the gate and when he knocked on the door to go inside, she hid the heads under the sofa.","Привязал во дворе коня и постучал дверь, чтобы зайти вовнутрь,  а она (в это время) спрятала этих головы под тахтой."
1667,33,30,"Xizyo neła acno yaɣˤin hiq’i-baq’in rodin, guluƛ’ä nexäƛin yisiqay bayanno bisno, nełar bix eranƛin maħorno yoqno, neła ža gulu bac’no.","Afterwards, she opened the door, greeted and inquired him, if he had come by horse, [saying] ""I will put some hay for him."", she went outside and ate that horse.","Потом она открыла дверь, поздоровалась, уточняла у него, на коне что-ли пришел мол, вышла во двор, дам ему сено мол, и она съела этого коня."
1668,33,31,"Idurno yayngon yiła, mi gulu bayrno zown anuwaƛin, esiwqor eƛinosi, nesir neła gulu bac’rułi čuqˤno.","When she went back into the house and said to the brother: ""Didn't you bring a horse along?"", he noticed that she had eaten the horse.","Когда она обратно вернулась домой и сказала брату, что ты же не приводил коня мол, он заметил, что она съела коня."
1669,33,32,"Deber di łi rowa yik’ixƛin esiwqorno eƛin yedu maħor yoqno.","""I go to bring you some water."" she said to her brother and went outside.","Я принесу воду для тебя мол, сказала она брату и вышла на улицу."
1670,33,33,"Hemełƛ’o boƛixno awä k’eneč’no, mešno, gagaru ɣˤulno yayrno užiqor eƛin, xexłiƛ’ yiła ɣˤutkay maħor ik’inč’inäy, esiw yayrun neła mi exura yoł.","At this time, a mouse appeared bringing an egg, a broom and a smooth stone, and said to the boy: ""If you don't get out of the house quickly, your sister will kill you when she comes back.","В это время появилась мышь с яйцом, веником, гладким камнем и сказала юноше, если ты скоро из этого дома не уйдешь, то придет сестра, и она тебя убьет мол."
1671,33,34,"Maħorno oqno debeł xizay ža nexƛ’oräy, sosi meš kuro, xizyogon igoxƛ’oräy mi ɣˤul kurnosi, ozzatawni ɣˤana-xedyoder ay.","When you went outside and she follows you, first throw the broom, then when she approaches again, throw the stone; and then come to the blind couple!","Выйдя на улицу, когда она будет за тобой следовать, сначала кинь веник, потом при приближении ты бросишь камень и окажешься у слепых жены и мужа."
1672,33,35,"T’ok’ow debeł xizay esiwn nexa k’ʷeze yaqinč’iƛin.","Then your sister won't be able to follow you anymore.""","Больше сестра не сможет следовать за тобой."
1673,33,36,"Idur aynosigon, yexurno ža k’eneč’ žeduz ozzaq yiħoƛin.","""After you come home, crack the egg and smear it on their eyes.""","Когда придешь домой, разбивай это яйцо и мажь их глаза мол."
1674,33,37,"Ža xabarno esin, aw adäzay gugin.","Having told this, the mouse ran out of sight.","Мышь рассказала об этом и исчезла с глаз."
1675,33,38,"Yiła äƛiru šebin bit’araw räsuƛin, žas rok’ƛ’orno rayn, xexłiƛ’ maħor oqno.","""What it said, might be true!"", thought the boy and went outside quickly.","Юноша подумал, то что она говорит, наверное, верно, и быстро вышел на улицу."
1676,33,39,"Łäs tungin bic’no nexxo yedu yukayrun, yeda nełqay oxin ik’iƛ’oräy, mi ži daqäy ok’ła moči anuƛin, tungin q’ˤidar kurno yeɣeni esiw xizay k’oƛin.","When he saw his younger sister coming back with a copper jug filled with water, he ran away from her, while she said: ""Now there's no place you could escape from me [to]!"", threw the jug down and ran behind him.","Он увидел ее что идет с кувшином воды и убежал. Теперь ты от меня не убежишь мол, младшая сестра бросила кувшин и побежала за ним."
1677,33,40,"Ža igor yayƛ’oräy, awä äƛiruxor, meš kurnosi nełał adäz žopono ciq roƛixno.","When she came near, he - as the mouse had said - threw the broom and before her appeared a dense forest.","Когда она приближалась, как сказала мышь, бросил веник и перед ней вырос густой лес."
1678,33,41,"Nar yik’a koƛ’inč’ey, sasiw ɣudin roqzaƛ’, ža kid sasaqor ciqqotow ƛexun.","Not knowing where to go, and because the day became gloomy, the girl stayed in the forest until morning.","Не зная куда идти и в темнее время суток, эта девушка осталась в лесу же."
1679,33,42,"Neł zamanał nesä ʕuraw huni xecin.","At this time, he already went quite far.","А за это время он оставил позади много дороги."
1680,33,43,"Sasaqgon yizin nesił xizay yeɣeni esiw yoƛixnosi, yisä gagaruni ɣˤul kurno.","When it got morning and his younger sister appeared behind him, he threw the smooth stone.","Утром еще следом за ним появилась младшая сестра. Он выбросил гладкий камень, и"
1681,33,44,"Nełał adäz osiw, gagaru ħon yoqno.","And before her, a high and smooth mountain came into being.","перед ней появилась высокая, гладкая гора."
1682,33,45,"Nełaq soder yizin ƛ’iri kosyar yayƛ’oräy, pˤaƛirno ƛ’iräy wˤałertow yik’ix zown.","When she climbed up the mountain, she glided off again.","Она поднималась по этой горе и, не дойдя до вершины, поскальзывалась с верху до самого низа."
1683,33,46,"Didurnotow neł ħonqo yiziłinč’izaƛ’, yedu xizo-q’ˤimer yutin iduɣor yik’in.","Because she couldn't get up that mountain at all, she turned back and went home.","Она никак не смогла подниматься по этой горе и обратно вернулась домой."
1684,33,47,"Nełƛ’or yeda uži bast’alawni eni-babiwdergon ayn rešt’izi oqno.","After that, the boy came to his step-parents and took a rest.","К этому времени юноша пошел к званным родителям и отдыхал."
1685,33,48,"Asoqtow bitin žedu ɣˤaɣˤu bizizaq, qiƛ’orok’uƛ’äy ƛ’irir best’alawni uži ayzaƛ’.","They were happy sky-high, when their step-son happened to come.","Они очень обрадовались, когда внезапно к ним пасынок зашел."
1686,33,49,"Idur ayruntow yexurno k’eneč’ žedu q’ˤunzontow ozzaq yiħinosi, sider sis bukayłin, ɣudi qˤašizaƛ’orkin žedu bužzi boqno anu, ozzałer kanłi baysƛin, hemece ɣˤaɣˤu bizizaq.","After he came home, he crushed an egg, smeared it on each of their eyes, and although they could see each other again, they couldn't believe it when it got dawn, and were even more happy when the light came into their eyes.","Сразу после прихода домой разбил яйцо и мазал им их глаза. Хотя они видели друг друга, не верили от радости до тех пор, пока (день) не рассветало."
1687,33,50,"Nełƛ’ay soder łˤoran łinasno q’ʷariłi anusi ʕumru bižix zown.","After that, the three lead a life without any sadness.","С тех пор они втроем жили без горя."
1688,33,51,"Kʷaxatow sida igozo ʕaƛay nesi žax łet’in sis bercinaw kidno yown.","Soon, that boy picked a beautiful girl from the neighboring village and married her.","Очень скоро из ближайшего села выбрали для юноши красивую девушку и женили."
1689,33,52,"Žedus xexzas t’alam bodix žedu ɣˤana-xediw bežet’an bizin žikin yołƛax.","It is said that even now they care for their children, although the couple has become very old.","Говорят, ухаживая за их детьми, до сих пор живут, уже пожилые, эти муж и жена."
1690,33,53,"K’uruč’ k’eč’ ɣudi rocu, buq bay.","All's well that ends well.","Куруч, бусинка, пусть день проясняется и восходит солнце."
1691,34,1,"Yedu šebin neti raqru ruyxor eƛa raqinč’i, amma Ceƛ’o raƛ’moz Asaq muqmoz sida ʕaƛoł sis ɣˤana-xediw zown.","I don't know exactly when it happened, but once there was a couple in a village of the Asakh line of the Tsetlo land.","Не знаю точно, когда это произошло, но в одном селе асахской линии жили одни муж и жена."
1692,34,2,"Žedus iłno uži zown.","They had six sons.","У них было шесть сыновей."
1693,34,3,"Hič’č’a eženi uži balahce siħiraw zown, hudu nesiqor C’irduxƛin eƛix zown.","The oldest son was cunning like a misfortune, so they called him Tsirdukh.","Самый старший из них был очень хитрым, поэтому его называли Цирдухом."
1694,34,4,"Harihun maʕišat bodix bäčiru yizirabi, sida quł xizor rutixanusi roƛnin c’oxno babiwn eniwn bexun iłnon esnabi best’alłiƛ’ ƛexun.","They slowly made their fortune, and one day an irreversible disease hit them and the father and the mother died, so the six brothers remained orphans.","Они жили, занимаясь спокойно своим хозяйством, и в один день необратимый недуг охватил родителей, и умерли, остались сиротами шестеро братьев."
1695,34,5,"C’ik’iw qizanyos q’ʷariłi C’irduxƛ’or bˤoƛ’un.","All the family's sadness fell unto Tsirdukh.","Вся забота о семье выпала на Цирдуха."
1696,34,6,"Eni-babiws maʕišatno łiyn yizirabi paydax boqno.","The fortune of the parents ended and they... (???)","После того, как закончили состояния, нажитого родителями, они вышли на заработки (в поисках куска хлеба)."
1697,34,7,"Sida ɣudi bik’in, q’ˤuna ɣudi bik’in łˤora äƛiza ɣudiƛ’o yizirabi sidaɣ qunyoxor bayn.","They went one day, they went two days, and on the third day they came to a farmstead somewhere.","Один день пошли, два дня пошли и на третий день они пришли на один хутор."
1698,34,8,"Puy-pay aq’iw žek’us gut’-mušiƛin, eƛix sis yeže ɣˤanabi yoƛixno.","Saying ""Phoo-phew, a foreign man's smoke!"", an old woman appeared.","Говоря, пуй-пай чувствуется дым-воздух (дух) чужого человека мол, появилась одна старая женщина."
1699,34,9,"Ža Qartay zown.","That was Qartay (the witch).","Оказывается, он была Баба-Яга."
1700,34,10,"Nełasgon iłno kidno, raq’ˤu bˤeƛ’-posun zown.","She had six daughters and a lot of sheep and cattle.","У нее были шесть дочерей и много овец и скота."
1701,34,11,"Ha, mežus huni regiroƛ, naɣor bik’ixƛin, esirno neła Qartayä.","""Well, may you go your way, where are you going?"", asked Qartay.","Ну, счастливого пути, куда идете мол, спросила Баба-Яга."
1702,34,12,"Walah, eli paydax boqsi.","""By God, we became...(???)","Ей богу, мы вышли в поисках куска хлеба."
1703,34,13,"Ħalt’in bodan dandi keze roqnäy, barubin rižanƛin, eƛin C’irduxä nełqor.","""When we find some work to do [regularly?], we will find some wives."", said Tsirdukh to her.","Если подвернется, сделаем работу, и будем жениться мол, сказал ей Цирдух."
1704,34,14,"Horo dädäɣor.","""Come to me!","Идите ко мне мол,"
1705,34,15,"Beynoda retinäy däde mežur ħalt’in yoł, deytow iłno kidno yoł mežux regiranixƛin, eƛin yiła yizirabi iduɣor bižin.","If you want to work, there's work for you at my place, and also my six daughters to be sent to you."" she said and let them into her home.","если хотите трудиться, у меня есть работа и свои шесть дочерей, чтобы выдать за вас мол, сказала она и забрала их к себе домой."
1706,34,16,"Howži yiła žiw-žiwer bat’i-bat’iyaw ħalt’in teƛno, beynoda begirno xecin.","Now she gave a different work to each of them, let them work and left.","Теперь она каждому из них дала разные работы и предоставила им возможность трудиться."
1707,34,17,"C’irdux bˤeƛ’es aħołun keze oqno.","Tsirdukh got to work as a shepherd.","Цирдуху попала работа пастуха овец."
1708,34,18,"Yizä ɣudes sist’a bˤeƛ’es šebin rac’xot’a zown.","Everyday they ate one sheep, one at a time.","Каждый день они ели по одному овцу."
1709,34,19,"Hemedur ƛˤebaƛ’aza yiłas bˤeƛ’-posun łiyn, sistow sis t’eka xecin yizä xizor bac’inč’ey.","So over the year his sheep and cattle were finished up, and only one single he-goat rested, which he didn't eat.","Вот так, через год закончились ее скот и только одного козла они оставили не скушав."
1710,34,20,"Rečuƛ ac-madaxor t’ekan bicin, esnabin iduɣor bik’in.","The brothers tied the goat to the shed's door and went home.","В хлеве к дверям привязали козла и братья вернулись домой."
1711,34,21,"Xizyo C’irduxä yiłaqor eƛin, ele dowde beynoyx eluq ƛˤebno yays, howži bayru q’ut’imoxor elux debi kidbabin regir, elurno ela eluz ʕaƛaɣorno bik’in maʕišat boda retinƛin.","Afterwards, Tsirdukh said to her: ""One year has passed that we worked here at your place, now we've come, so give us your daughters according to the agreement, we want to go back into our village to make a fortune.""","Потом Цирдух ей сказал, вот, работая у тебя, прошел год и теперь, как договорились, выдай за нас своих дочерей, мы тоже хотим пойти в свое село и заниматься своим хозяйством."
1712,34,22,"Sosi di posurƛ’o yeza yik’anƛin, Qartay maħorno yoqno, kʷaxatow xizor yutin yayn eƛin, rečuƛerƛa yaynč’u.","""First I will go to have to look for the cattle"", Qartay went outside and soon returned, saying: ""I didn't come into the shed.","Сперва я пойду в хлев, чтобы посмотреть на скот мол, Баба-Яга вышла во двор и быстро обратно вернулась и сказала, в хлев-то не зашла."
1713,34,23,"Däz beženi ɣˤʷačulis madaxortow ɣˤʷačni teqzaƛ’ tełxorkin yik’inč’uƛin.","Because I heard the chewing of my old goat at the door, I didn't go inside.","Когда я во двор же услышала жевание моего большого козла, то во внутрь даже не зашла мол (не считала нужным зайти)."
1714,34,24,"Siħirawni C’irduxer nełas ħilla-rek’no bič’zi boqno, howži didur t’ay bok’łanƛin urɣizi oqno.","The cunning Tsirdukh understood her deception and thaught: ""Now how can we get away from here?""","Хитрый Цирдух понял ее уловку и подумал, как же теперь отсюда выбраться мол."
1715,34,25,"Neširu yizirabi nasin sadaq kecerno.","In the evening they all went to sleep together","Вечером все они легли спать вместе."
1716,34,26,"Sida puƛ’aza užibi, sida puƛ’aza žeduz annazaqar annabin rutirno kidbabi.","On one side the boys had gathered and on one side, knee next to knee, gathered the girls.","С одной стороны юноши, а с другой стороны девушки."
1717,34,27,"C’ik’iw moƛa bisnosi, geres ħosno bisno Qartayä ɣoɣorik’anix pečma teł ʕamoƛ’ erno.","After everyone went to sleep, Qartay took an iron stick and put it on some coals inside the oven to make it red-hot.","Когда все заснули, Баба-Яга взяла железную палку и положила в печи на угле, чтобы накалить."
1718,34,28,"Ža ħos ɣoɣoriłnosi, yiła žeduq esirno, šebi izäsi, šebi kecäsi yołƛin.","When the stick has become red-hot, she asked them: ""Who is awake and who is sleeping?""","Накалила эту палку и спросила, кто встал, а кто спит мол."
1719,34,29,"Izäsi C’irdux, q’ˤuyasinibi kecäsiƛin, C’irduxä žawab bodin.","""Tsirdukh is awake, the others are sleeping."" answered Tsirdukh.","Вставший Цирдух, а все остальные спят мол, ответил (сам) Цирдух."
1720,34,30,"Waħ, šebi nesir roqnoƛin, Qartayä esirno.","""Oh, what happened with it?"", said Qartay.","Ой, что же с ним случилось мол, спросила Баба-Яга."
1721,34,31,"Eli keca adäz, eniya bexayn baħirno c’uda ƛeli neƛxosi.","""Before we slept, our mother slaughtered, cooked and gave us the hot lamb.","...как моя мама перед тем, как мы легли спать, зарезала, сварила и давала нам красного ягненка мол..."
1722,34,32,"Ža däz rok’ƛ’or baysƛin, C’irduxä eƛin.","That's what I remembered."", Tsirdukh said.","Я вспомнил, ... , сказал Цирдух."
1723,34,33,"Žan bac’nogon yiziri kecno.","After having eaten it, they went to sleep.","Покушав это, они легли спать."
1724,34,34,"Boƛƛogon zaman bik’inosi, hemedurtow sosigon neła esirno.","After a while, she asked it again.","Не прошло много времени, и она повторно также спросила."
1725,34,35,"C’irduxän adäza biłetown žawab teƛno.","And Tsirdukh gave the same answer as before.","Цирдух дал такой же ответ."
1726,34,36,"Waħ, žigon šebitow nesir retinƛin, esirno neła.","""Oh, what does he want again now?"", she asked.","Эх, что же еще он хочет мол, спросила она."
1727,34,37,"Eniya kʷaraħid et’no, ɣired rown łi ħaƛurxo zawru zamanno rok’ƛ’or bayn moƛutow yayxanuƛin, eƛin yisä.","""I cannot sleep because I remember the time that our mother poured water with a colander and brought it to drink in a sieve."", he said.","Никак не могу уснуть, вспоминая то время, когда мать дуршлагом наливала, ситом давала пить воду мол, сказал он."
1728,34,38,"Howži yiła kʷaraħin, ɣirno bisno łi rowa yik’in.","Now she took a colander and a sieve and went to bring the water.","Теперь она взяла дуршлаг, сито и пошла за водой."
1729,34,39,"Qartay maħor yäk’irun, C’irduxä izin užibi käczaɣor kidbabi, kidbabi käczaɣor užibin butirno, neła łi rayrace ičin.","Right after Qartay went outside, Tsirdukh got up, put the girls to the place where the boys slept and the boys to the place where the girls slept, all before she brought the water.","Как только Баба-Яга удалилась за водой, Цирдух встал перевернул юношей туда, где спят девушки, а девушек туда, где спят юноши (поменял местами) и ждал пока она не принесет воду."
1730,34,40,"Sida zamanałäy, neła ħali-malica q’onin xeroyn ričirno rayäru łäs łˤono muq’u boqace šebin teƛno.","After some time, she glued it with tar and managed to bring three gulps of water.","Через некоторое время она еле-еле, приклеив жвачку, принесла три глотка воды."
1731,34,41,"Łin ħaƛun, rok’un hiƛirno, paraxatno oqno C’irduxno kecno.","Tsirdukh drank the water, got comfortable, became calm and fell asleep.","Пил воду, успокоился и Цирдух спокойно лег спать."
1732,34,42,"Dahawce yičintow Qartayä esirno, äziru šebi, kacru šebiƛin.","Qartay waited a little and then asked: ""Who is awake, who's sleeping?""","Немного подождав, Баба-Яга спросила, кто вставший, а кто спящий мол."
1733,34,43,"Łox esirno dandir žawab biqinč’izaƛ’, yizirabi kecsi howžiƛin, ɣoɣoräk’ru ħos risno užizasƛin eƛin kidbazas meč’oƛ’no eqerno, yik’in kecno.","Because she had asked three times without getting an answer, [saying] ""Now they're sleeping"", she took the red-hot stick and - thinking it were the boys - put it onto the necks of the girls and went to sleep.","Три раза спросила, ответа не последовало, теперь они спят мол, взяла накаленную палку положила на шее своих же дочерей, полагая, что там спят юноши и пошла спать."
1734,34,44,"Č’urqˤotow moƛaxayn yizin Qartayä qˤaƛin, Saliħat, hič’č’a eženi C’irduxes ħuč’irno q’ˤim-qˤošon rowo min horo.","In the morning, having gotten up from her sleep, Qartay shouted: ""Salihat, bring the limbs of the oldest of them, Tsirdukh, burn them and bring them to me!","Рано утром встала и Баба-Яга крикнула, Салихат, самого старшего Цирдуха ноги и голову зажарь и принеси."
1735,34,45,"Di mečołxor yik’isƛin.","I went to the field.""","Я пошла на поле мол."
1736,34,46,"Buq bayrułer, C’irduxä yizin Saliħates q’ˤim-qˤošon ħuč’irno, nełaƛ’ ƛ’irigon raħirno ħomorok’un eqerno, esnabin sadaq bižin mečołxor ik’in.","Towards sunrise, Tsirdukh got up, burned Salihat's limbs, then above that also cooked the breast, and led his brothers together with him to the field.","После восхода солнца Цирдух встал, пожарил голову, ноги Салихат, дополнительно еще поставил грудь и с братьями вместе пошел на поле."
1737,34,47,"Buqˤik’no žedun xecin, mečoz č’imärno oqno Saliħates biłe haraƛ’no bodin yisä qˤaƛin, enila deber di C’irduxes q’ˤim-qˤošo rowsƛin.","He hid them, left and went to a corner of the field, mimicked the voice of Salihat and shouted: ""Mom, I brought you Tsirdukh's limbs!""","Спрятал их, стал на краю поля, сделал голос подобно Салихат и крикнул, мамочка, я принесла тебе ноги и голову Цирдуха."
1738,34,48,"Howlo ɣeduƛ žan eqro iduɣor yik’i, dey kid, t’o yičinäy mi beqä yäsƛin, qˤaƛin yiła, dahawgon bix kosa yiħun.","""Put it into the shadow and go home, my daughter, if you sit here, you'll get a sunstroke!"" she shouted and began to gather the hay a little.","Положи это под тенью и иди домой, если останешься здесь, то солнечный удар охватит тебя мол, крикнула она и приступила еще косить траву."
1739,34,49,"C’irduxno, nesis esnabin buqˤełno nełaƛ’ bezun bičäsi zown.","Tsirdukh and his brothers hid and then were looking.","Цирдух и его братья спрятались и смотрели на нее."
1740,34,50,"Sida zamanałäy, akiłno ħuħ-reƛ’an esayn, yišʷanirƛin q’ˤidan yičin ƛoħoƛ’ay iƛ’u yaɣrun, C’irduxä yaƛ’äru riynosi nełaq sis qˤaƛu regin, way dey Saliħatey, C’irduxayä di yaƛ’irä.","After a while, she got tired, washed her hands and face and sat down to eat and when right after she took the lid off the pan she knew that Tsirdukh had tricked her, she gave out a shout to her(?): ""O my Salihat, has Tsirdukh tricked me?!","Через некоторое время, устала, помыла лицо, руки и начала кушать. Сняла с кастрюли крышку и поняла, что Цирдух ее обманул и она заревела, ой, моя Салихат, Цирдух что-ли меня обманул,"
1741,34,51,"Šebičo di rodan, narčo k’oƛanƛin.","What the heck shall I do, where the heck shall I run to?""","что же теперь мне делать, куда же броситься мол."
1742,34,52,"ʕIyayx yedun xecin C’irduxno, nesis esnabin elaygon bitor bik’in.","Tsirdukh and his brothers left her crying and went away from there.","Оставив ее плачущую, Цирдух и его братья убежали оттуда дальше."
1743,34,53,"Sida ɣudin bik’in, q’ˤuna äƛiru ɣudƛ’o yizirabi łebelawzas sida šaharyar bayn.","They went one day, and on the second day arrived at the city of the Tlyarata people.","Один день пошли и на второй день они пришли в один город тляратинцев."
1744,34,54,"Elozo xanesgon iłno kid zown.","The king there had six daughters.","Там у царя были шесть дочерей."
1745,34,55,"Žedun esirno iłnon esnabi xander bik’inosi, nesägon Qartays ukru-mesedyos teł ric’alini mužiƛ’ay rayrnäy, regiranƛin roži teƛno.","After the six brothers went to the king and asked, he gave his word: ""If you bring me Qartay's mattress filled with precious jewelry, I'll send them [to you].""","Когда шестеро братьев пошли к царю их сватать, он сказал, если вы принесете имущество Бабы-Яги полные драгоценностей, то дал слово, выдам мол."
1746,34,56,"Howlozaytow riqi-ƛiqirno esirnok’us šeƛ’u.","There he got himself beggar's clothings.","Там же достал одежду нищего,"
1747,34,57,"Žan šeƛ’un xizo-q’ˤimer utin C’irdux Qartaydäɣor ik’in.","Tsirdukh put it on and went back to Qartay.","одел ее и Цирдух обратно пошел к Бабе-Яге."
1748,34,58,"Elo nełade ƛirbałix yałzay, neširu Qartay maħor yoqacen ičin, izin nełaz mežił ok’bi rok’no xecin.","When he was there at her's as a guest, he waited until Qartay got out at night, got up, beated nails into her mattress and left them there.","Когда он там был у нее в гостях, подождал пока выйдет на улицу, встал и забил гвоздями ее матрас."
1749,34,59,"Madaħazayn yayn mežiƛ’ q’ˤida yäčirun, ok’bi c’oxnosi, yedu dice žaqˤuł däz mežił noci-č’iki roqnoƛin, boɣno maħor kurno.","When she came back from outside and sat down on the mattress, the nails hit her and [saying:] ""How many lice and fleas are in my bed today?!"", she took it away and threw it outside.","Пришла с улицы, и когда она села на матрас ее кольнули гвозди. Сколько сегодня в моем матрасе вощи, блохи образовались мол, выбросила на улицу."
1750,34,60,"Qartay moƛa yiqärun, izin nesä ža muži łebelawzas xander bižin.","When Qartay was caught by sleep, he got up, and carried that mattress to the king of the Tlyarata people.","Как только Баба-Яга уснула, встал и отнес он этот матрас к тляратинскому царю."
1751,34,61,"K’ox äƛirugon xanä egirno ža bišom litra ɣˤays boɣxosini Qartays gulu bowanirƛin.","But for the second time, the king sent him to bring Qartay's horse which gives 100 liters of milk.","Второй раз тоже царь отправил его к Бабе-Яге, чтобы привести ее лошадь, которая дает сто литров молока."
1752,34,62,"Roda šebin anuƛin, oqno ik’in.","""There's nothing I can do about it"" [he said], and went on.","Делать нечего мол и пошел."
1753,34,63,"Adäza c’oq’iw bexora koyä hibon bisno, C’irdux rečuƛ uqˤełno ičin.","Having taken the long pointed stick in his hand before himself, Tsirdukh hid in the shed.","Взял спереди острую длинную палку, Цирдух спрятался в конюшне."
1754,34,64,"Rečuƛerno yayn gulu t’et’anirƛin ža yiħunosi, C’irduxä c’oq’ugani hibo gulus k’ox-łox caƛin.","When she came into the shed and sat down to milk the horse, Tsirdukh stung the horse a few times with the pointed stick.","Пришла в конюшню, когда начала доить лошадь, Цирдух два-три раза кольнул острой палкой."
1755,34,65,"Cuƛ-cuƛ ža bizizaƛ’, šayt’anzayä biqirnoƛin yiła maħor boxärun, yeda et’un k’oƛin guluƛ’no zown, bok’no xander bižin.","Because it began to jump, [she said] ""Did the devils take you?!"" and right after she chased it away, he jumped onto the horse, beated it and lead it to the king.","Она начала попрыгивать, черти что-ли сегодня ею завладели мол, она ее выпустила на улицу и он выскочил на лошадь и привел к царю."
1756,34,66,"Nełaƛ’no razi oqinč’ey, xanä Qartay nesider yayrno gurow kidbabi regärinč’iƛin sisgon žeduł adäza misal erno.","Then once again the king didn't agree, he put another problem before him: ""I won't send girls to you, except for if you bring Qartay.""","Этому тоже он не согласился и поставил перед ними другую задачу, пока не приведете ко мне Бабу-Ягу, не выдам дочерей мол."
1757,34,67,"Yowanix däƛ’ ričiƛ, amma maħor yegiranix debeƛ’ yołƛin, xanqorno eƛin, qaciz ust’ares šeƛ’un šeƛ’un, C’irdux hunix oqno.","""May it be up to me to bring her, but it's up to you to let her outside"" Tsirdukh said to the king, put on carpenter clothes and got on his way.","Я приведу, но выпустишь на улицу ты мол, сказал царю, переодел форму плотника и Цирдух отправился в путь."
1758,34,68,"Qartayder aynosi, neła nesiqay bayan bisno, mi šebi, łina hunaryos žek’u yołƛin.","When he came to Qartay, she wanted to know from him: ""Who are you and what talent do you have?""","Когда пришел к Бабе-Яге, она уточнила у него, ты кто, какой у тебя талант мол."
1759,34,69,"Di k’emot’yabi royx aħnayxosi qacis ust’ar yołƛin, nesä žawab teƛno.","""I am a carpenter working around making wooden cases."" he answered.","Он ответил, я плотник, который делает сундуки мол."
1760,34,70,"Nedur resunäy, sis k’emot’ därno yodoƛin, ƛ’iri yedu yutin.","""If that's the case, make me one wooden case!"" she insisted.","Если так, то один сундук сделай мне тоже мол, настаивала она."
1761,34,71,"C’irduxä reč’yałer yok’-caƛin k’emot’no kurno, c’aramabinan ƛexu-ričinaƛin Qartay tełer yeza yegirno.","Tsirdukh quickly timbered and errected a wooden case, and [saying] ""Are there any cracks left?"", he let Qartay look inside.","Цирдух быстро смастерила сундук, и попросил Бабу-Ягу залезть во внутрь, чтобы проверить, остались ли там щели."
1762,34,72,"Neła č’ura rukayxƛin eƛi-äƛiza yisä ok’bi rok’xo ik’ix zown.","Where she said: ""I see a crack"", he beated nails in.","Там, где она говорила, видна щель, он забивал гвозди."
1763,34,73,"Xizaɣorgon tełtow žan xecin acmołnonan ok’bi rok’nosi, Qartayä eƛin, ha, howži, yił badiru ħalt’os deber keze roqxosi šebin neƛanix maħor yegir diƛin.","Finally, he left her inside, and after he had beated nails into the door, Qartay said: ""Well now, let me out to give you something for the work that you have done!""","В конце концов, оставив ее там же, когда забивал гвоздями и двери, Баба-Яга сказала, ну, теперь отпусти меня, чтобы оплатить тебе положенные средства за эту работу мол."
1764,34,74,"Yegiranir mi di elo teł yišäsi anuƛin, yisän žawab teƛno.","""I didn't lock you in there to let you out again"", he answered.","Чтобы отпустить, я тебя там не запирал мол, ответил он."
1765,34,75,"Ža C’irdux yałrun iyn, łinasnotow čaran bexun p’estow anusi ɣamasya teł Qartayn ƛexun.","She [then] knew it was Tsirdukh and that there was no way out, and without any sound, Qartay stayed in the box.","Узнала, что он Цирдух, потеряла всякие надежды и Баба-Яга молча осталась в сундуке."
1766,34,76,"Žan xander yižin C’irduxno ik’in.","Tsirdukh carried her to the king.","Забрал ее к царю и Цирдух пошел."
