ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Text_ID,Russian_Translation,Part_of_Speech
30-3,dido1241,Hunix bik’iƛ’oräy nełade dandir mamalay c’oxno.,huni-x\tb-ik’i-ƛ’oräy\tneła-de\tdandir\tmamalay\tc’ox-n,way-AD.ESS\tIII-go-SIM.CVB\tDEM1.IISG.OBL-APUD.ESS\ttowards\trooster\tmeet-PST.UNW,"While going on his way, he met a rooster.",stan1293,,30,"Когда шел по дороге, он встретил петуха.",n4-nsuf	pref-v-vsuf	pron-nsuf	post	n3	v-vsuf
30-4,dido1241,"Neła ʕomoyq harizi rodin, din sadaq bižoƛin.",neła-a\tʕomoy-q\tharizi\tr-odi-n\tdi-n\tsadaq\tb-iži-o-ƛin,DEM1.IISG.OBL-ERG\tdonkey-POSS.ESS\trequest\tIV-do-PFV.CVB\tme-TOP\ttogether\tIII-carry-IMPR-QUOT,"He asked the donkey: ""Carry me with you!""",stan1293,,30,"Он попросил осла, возьми меня с собой мол.",pron-nsuf	n3-nsuf	comp	pref-v-vsuf	pron-suf	adv	pref-v-vsuf-suf
30-5,dido1241,"ƛa huduƛin, ʕomoy mamalayn sadaq boɣno hunix boqno.",ƛa\thudu-ƛin\tʕomoy\tmamalay-n\tsadaq\tb-oɣ-n\thuni-x\tb-oq-n,go.IMPR\tso-QUOT\tdonkey\trooster-TOP\ttogether\tIII-take.away-PFV.CVB\tway-AD.ESS\tIII-become-PST.UNW,"""So let's go!"", and the donkey took the rooster and went on the way.",stan1293,,30,"Пошли тогда мол, осел взял с собой петуха и отправился в путь.",excl	excl-suf	n3	n3-suf	adv	pref-v-vsuf	n4-nsuf	pref-v-vsuf
30-6,dido1241,Xizyogon žedar hunix k’et’u keze boqno.,xizyogon\tžeda-r\thuni-x\tk’et’u\tkeze\tb-oq-n,then\tDEM1.IIPL.OBL-LAT\tway-AD.ESS\tcat\tmeet\tIII-become-PST.UNW,Then they met a cat on their way.,stan1293,,30,Потом они по пути встретили кошку.,adv	pron-nsuf	n4-nsuf	n3	comp	pref-v-vsuf
30-7,dido1241,"Nełan hemedurtow harizi rodin žedaq, din bižo sadaqƛin.",neła-a-n\themedur-tow\tharizi\tr-odi-n\tžeda-q\tdi-n\tb-iži-o\tsadaq-ƛin,DEM1.IISG.OBL-ERG-TOP\tso-EMPH\trequest\tIV-do-PFV.CVB\tDEM1.IIPL.OBL-POSS.ESS\tme-TOP\tIII-carry-IMPR\ttogether-QUOT,"And he asked them likewise: ""Carry me with you!""",stan1293,,30,"Она также попросила их, возьмите меня тоже с собой мол.",pron-nsuf-suf	adv-suf	comp	pref-v-vsuf	pron-nsuf	pron-suf	pref-v-vsuf	adv-suf
30-8,dido1241,Elaygon bitor žeda žedude sadaq hunix k’et’un boɣno.,ele-ay-gon\tbitor\tžeda-a\tžedu-de\tsadaq\thuni-x\tk’et’u-n\tb-oɣ-n,there-IN.ABL-CNTR\tthither\tDEM1.IIPL.OBL-ERG\tDEM1.IPL.OBL-APUD.ESS\ttogether\tway-AD.ESS\tcat-TOP\tIII-take.away-PST.UNW,From there they took the cat with them further on their way.,stan1293,,30,Оттуда дальше по дороге с собой они взяли кошку.,adv-nsuf-suf	adv	pron-nsuf	pron-nsuf	adv	n4-nsuf	n3-suf	pref-v-vsuf
30-9,dido1241,"Dahawtow bitaɣor rik’inosi, yiził dandir meši c’oxno.",dahaw-tow\tbita-aɣor\tr-ik’i-nosi\tyizi-ł\tdandir\tmeši\tc’ox-n,a.little-EMPH\tdistance-IN.VERS\tIV-go-ANT.CVB\tDEM2.IPL.OBL-CONT.ESS\ttowards\tbull.calf\tmeet-PST.UNW,"After they went a little further, they met a calf.",stan1293,,30,"Оттуда чуть дальше пошли, и они встретили теленка.",adv-suf	n-nsuf	pref-v-vsuf	pron-nsuf	adv	n3	v-vsuf
30-10,dido1241,"Žan hemedurtow ešurno yizä yiził, roqno elay bitor uynon sadaq rik’in.",ža-n\themedur-tow\tešur-n\tyizi-a\tyizi-ł\tr-oq-n\tele-ay\tbitor\tuyno-n\tsadaq\tr-ik’i-n,DEM1.SG-TOP\tso-EMPH\ttake.along-PFV.CVB\tDEM2.IPL.OBL-ERG\tDEM2.IPL.OBL-CONT.ESS\tIII.PL-become-PFV.CVB\tthere-IN.ABL\tthither\tfour-TOP\ttogether\tIII.PL-go-PST.UNW,So they took him along with them as well and from there the four went further together.,stan1293,,30,Его тоже они взяли к себе и вместе вчетвером пошли оттуда дальше.,pron-suf	adv-suf	v-vsuf	pron-nsuf	pron-nsuf	pref-v-vsuf	adv-nsuf	adv	num-suf	adv	pref-v-vsuf
30-11,dido1241,"Hemedur uynon rok’uɣʷeymoƛ’ hunix rik’iƛ’oräy, žedar bexuräsi boc’i besun.",hemedur\tuyno-n\trok’u-ɣʷey-ƛ’\thuni-x\tr-ik’i-ƛ’oräy\tžeda-ar\tb-exur-asi\tboc’i\tb-esu-n,so\tfour-TOP\tfun-SUPER.ESS\tway-AD.ESS\tIII.PL-go-SIM.CVB\tDEM1.IIPL.OBL-IN.LAT\tIII-kill-RES.PRT\twolf\tIII-find-PST.UNW,"So when the four of them went on their way happily, they found a wolf who was killed.",stan1293,,30,"Вот так вчетвером по дороге шли они весело, и они нашли убитого волка.",adv	num-suf	n4-nsuf	n4-nsuf	pref-v-vsuf	pron-nsuf	pref-v-vsuf	n3	pref-v-vsuf
30-12,dido1241,"ʕOmoyä łinax riyx yedu elur ħažat boqaniƛin, halmaɣłiqorno eƛin, neła nełaz gugyoƛ’orno bizirerno, elay bitor bižin.",ʕomoy-a\tłinax\tr-iy-x\tyedu\teli-r\tħažat\tb-oq-ani-ƛin\thalmaɣłi-qor-n\teƛi-n\tneła-a\tneła-az\tgugu-ƛ’or-n\tb-izir-r-n\tele-ay\tbitor\tb-iži-n,donkey-ERG\thow\tIV-know-PRS\tDEM2.IISG\twe-LAT\tnecessity\tIII-become-MSD-QUOT\tfriendship-POSS.LAT-TOP\tsay-PFV.CVB\tDEM1.IISG.OBL-ERG\tDEM1.IISG.OBL-IN.ESS.DIST\tback-SUPER.LAT-TOP\tIII-lift-CAUS-PFV.CVB\tthere-IN.ABL\tthither\tIII-carry-PST.UNW,"The donkey said to his friends: ""How does one know [how] it can become useful for us."", had [the wolf] lifted on his back and carried it further.",stan1293,,30,"Осел сказал друзьям, откуда знать, может быть, он нам пригодится мол, подняли на его спину и забрал оттуда дальше.",n3-nsuf	pron	pref-v-vsuf	pron	pron-nsuf	n4	pref-v-deriv-suf	n4-nsuf-suf	v-vsuf	pron-nsuf	pron-nsuf	n2-nsuf-suf	pref-v-vsuf-vsuf	adv-nsuf	adv	pref-v-vsuf
30-13,dido1241,Yizi nasin sidaɣ aɣˤuxor rayn.,yizi\tnasin\tsidaɣ\taɣˤu-xor\tr-ay-n,DEM2.IPL\tall\tin.one.place\tmill-AD.LAT\tIII.PL-come-PST.UNW,They all came to a mill.,stan1293,,30,Все они пришли к одной мельнице.,pron	adj	adv	n2-nsuf	pref-v-vsuf
30-14,dido1241,"Elo tełäzay zurmasno, q’ilisno sas teqxo zown.",elo\tteł-azay\tzurma-s-n\tq’ili-s-n\tsas\tteq-x\tzow-n,there\tinside-IN.ABL.DIST\tzurna-GEN1-and\tdrum-GEN1-and\tnoise\thear-GER\tbe.NPRS-PST.UNW,There they heard the noise of a zurna and a drum from inside.,stan1293,,30,Там изнутри они услышали звук зурны и барабана.,adv	adv-nsuf	n3-nsuf-suf	n-nsuf-suf	n3	v-vsuf	v-vsuf
30-15,dido1241,"Madaza bäxuruni boc’in xecin, žedu aɣˤʷaɣor roqno.",ma-aza\tb-exu-ru-ni\tboc’i-n\txeci-n\tžedu\taɣˤu-aɣor\tr-oq-n,outside-IN.VERS.DIST\tIII-die-PST.PRT-DEF\twolf-TOP\tleave-PFV.CVB\tDEM1.IPL\tmill-IN.VERS\tIII.PL-become-PST.UNW,They left the dead wolf outside and entered the mill.,stan1293,,30,"Оставили на улице убитого волка, и они зашли на мельницу.",n2-nsuf	pref-v-vsuf-suf	n3-suf	v-vsuf	pron	n2-nsuf	pref-v-vsuf
30-16,dido1241,Elo yizar boc’as berten besun.,elo\tyiza-r\tboc’a-s\tberten\tb-esu-n,there\tDEM2.IIPL.OBL-LAT\twolf.PL-GEN1\tmarriage\tIII-find-PST.UNW,There they found the wedding of wolves.,stan1293,,30,Они там нашли свадьбу волков.,adv	pron-nsuf	n3pl-nsuf	n3	pref-v-vsuf
30-17,dido1241,Žedu ʕuraw ɣˤaɣˤu rizin ƛirbabi bayzaƛ’.,žedu\tʕuraw\tɣˤaɣˤu\tr-izi-n\tƛirba-bi\tb-ay-zaƛ’,DEM1.IIPL\tmuch\tbe.happy\tIII.PL-get.up-PST.UNW\tguest-PL\tI.PL-come-CSL.CVB,"They got very happy, when guests came.",stan1293,,30,Они очень обрадовались приходу гостей.,pron	adv	comp	pref-v-vsuf	n1-nsuf	pref-v-vsuf
30-18,dido1241,"Bertenyoł, keč’ qˤaƛoƛin, boc’ä ʕomoyq harizi rodin.",berten-ł\tkeč’\tqˤaƛi-o-ƛin\tboc’a-a\tʕomoy-q\tharizi\tr-odi-n,marriage-CONT.ESS\tsong\tsing-IMPR-QUOT\twolf.PL-ERG\tdonkey-POSS.ESS\trequest\tIII.PL-do-PST.UNW,"On the marriage, the wolves asked the donkey: ""Sing a song!""",stan1293,,30,На свадьбе волк попросил осла петь песню.,n3-nsuf	n3	v-vsuf-suf	n3pl-nsuf	n3-nsuf	comp	pref-v-vsuf
30-19,dido1241,"Nełagon žedaƛ’ortow kurno, sosi meža qˤaƛoƛin.",neła-a-gon\tžeda-ƛ’or-tow\tkur-n\tsosi\tmeži-a\tqˤaƛi-o-ƛin,DEM1.IISG.OBL-ERG-CNTR\tDEM1.IIPL.OBL-SUPER.LAT-EMPH\tthrow-PFV.CVB\tat.first\tyou.PL-ERG\tsing-IMPR-QUOT,"But he threw it back at them: ""You sing [one] first!""",stan1293,,30,"А он бросил на них, сначала сами пойте мол.",pron-nsuf-suf	pron-nsuf-suf	v-vsuf	adv	pron-nsuf	v-vsuf-suf
30-20,dido1241,"Boc’ä keč’ qˤaƛa baybik bodin, dalay, dalay sida bogmor ʕomoy, dalay, dalay sidagon bogmor mamalay, sidenigon bogmor k’et’un, mešinƛin.",boc’a-a\tkeč’\tqˤaƛi-a\tbaybik\tb-odi-n\tdalay\tdalay\tsida\tbog-r\tʕomoy\tdalay\tdalay\tsida-gon\tbog-r\tmamalay\tsideni-gon\tbog-r\tk’et’u-n\tmeši-n-ƛin,wolf.PL-ERG\tsong\tsing-INF\tbegin\tIII-do-PST.UNW\tdalay\tdalay\tone.OBL\tmeal-LAT\tdonkey\tdalay\tdalay\tone.OBL-CNTR\tmeal-LAT\trooster\tother-CNTR\tmeal-LAT\tcat-and\tbull.calf-and-QUOT,"The wolves began to sing a song: ""Dalay, dalay, a donkey for one meal; dalay, dalay, a rooster for another meal; and a cat and a calf for yet another meal.""",stan1293,,30,"Волк начал петь песню, далай, далай на одно кушанье осел, далай, далай, на другое кушанье петух, на третье кушанье кошка и теленок.",n3pl-nsuf	n3	v-vsuf	comp	pref-v-vsuf	excl	excl	num	n3-nsuf	n3	excl	excl	num-suf	n3-nsuf	n3	adj-suf	n3-nsuf	n3-suf	n3-suf-suf
30-21,dido1241,"Žedaqaytow keč’ qˤaƛa roži ʕomoyr teƛno, dimbi-dambar sis boc’i buygon bexursi, dimbi-dambar rik’i rezu madazar, dimbi-dambar qˤašizaƛ’orgon ƛäxurunin rexuranƛin.",žeda-qay-tow\tkeč’\tqˤaƛi-a\troži\tʕomoy-r\tteƛ-n\tdimbi-dambar\tsis\tboc’i\tb-uy-gon\tb-exur-s\tdimbi-dambar\tr-ik’i\tr-ezu\tma-azar\tdimbi-dambar\tqˤaši-zaƛ’or-gon\tƛexu-ru-ni-n\tr-exur-an-ƛin,DEM1.IIPL.OBL-POSS.ABL-EMPH\tsong\tsing-INF\tword\tdonkey-LAT\tgive-PFV.CVB\tdimbi-dambar\tone\twolf\tIII-indeed-CNTR\tIII-kill-PST.WIT\tdimbi-dambar\tIII.PL-go\tIII.PL-look\toutside-IN.LAT.DIST\tdimbi-dambar\tdawn-POST.CVB-CNTR\tremain-PST.PRT-DEF-TOP\tIII.PL-kill-FUT.DEF-QUOT,"Then they gave the donkey the word to sing a song: ""Dimbi-dambar, we really killed a wolf; dimbi-dambar, go outside and look; dimbi-dambar, by dawn we'll kill the rest.""",stan1293,,30,"После них песню петь слово дали ослу, димби-дамбар, убили одного волка,  димби-дамбар идите на улицу, посмотрите, димби-дамбар до рассвета убьем и остальных.",pron-nsuf-suf	n3	v-vsuf	n4	n3-nsuf	v-vsuf	excl	num	n3	pref-adv-suf	pref-v-vsuf	excl	pref-v	pref-v	n2-nsuf	excl	v-vsuf-suf	v-vsuf-suf-suf	pref-v-vsuf-suf
30-22,dido1241,Boc’a rigtow rˤuƛ’no.,boc’a\tr-ig-tow\tr-ˤuƛ’-n,wolf.PL\tIII.PL-very-EMPH\tIII.PL-be.afraid-PST.UNW,The wolves were very afraid.,stan1293,,30,Волки сильно напугались.,n3pl	pref-adv-suf	pref-v-vsuf
30-23,dido1241,"Enduräza rik’in tamadaqorno eƛin, äƛiruxorno bexurna yizä boc’iƛin, žedułäy sis bezanix madaɣor bik’in.",endur-aza\tr-ik’i-n\ttamada-qor-n\teƛi-n\teƛi-ru-xor-n\tb-exur-na\tyiza-a\tboc’i-ƛin\tžedu-łay\tsis\tb-ezu-ani-x\tma-daɣor\tb-ik’i-n,that.way-IN.VERS.DIST\tIII.PL-go-PFV.CVB\ttoastmaster-POSS.LAT-TOP\tsay-PFV.CVB\tsay-PST.PRT-AD.LAT-TOP\tIII-kill-PFV.CVB.INT\tDEM2.IIPL.OBL-ERG\twolf-QUOT\tDEM1.IPL.OBL-CONT.ABL\tone\tIII-look-MSD-AD.ESS\toutside-APUD.VERS\tIII-go-PST.UNW,"They went that way and said to the toastmaster: ""[???]""; one of them went outside to took whether they had killed the wolf as they said.",stan1293,,30,"Незаметно пошли и сказали тамаде, на самом деле они убили волка, мол, и один из них вышел на улицу, чтобы посмотреть.",adv-nsuf	pref-v-vsuf	n-nsuf-suf	v-vsuf	v-vsuf-nsuf-suf	pref-v-vsuf	pron-nsuf	n3-suf	pron-nsuf	num	pref-v-deriv-nsuf	n2-nsuf	pref-v-vsuf
30-24,dido1241,"Elo ʕomoyä bayäruni bexasi boc’i bukaynosi, nasin boc’a elin rexar yizäƛin, aɣˤʷa tełäy roxin.",elo\tʕomoy-a\tb-ayr-ru-ni\tb-exu-asi\tboc’i\tb-ukad-nosi\tnasin\tboc’a\teli-n\tr-exur\tyiza-a-ƛin\taɣˤu-a\tteł-ay\tr-oxi-n,there\tdonkey-ERG\tIII-bring-PST.PRT-DEF\tIII-die-RES.PRT\twolf\tIII-see-ANT.CVB\tall\twolf.PL\twe-TOP\tIII.PL-kill\tDEM2.IIPL.OBL-ERG-QUOT\tmill-IN.ESS\tinside-IN.ABL\tIII.PL-run.away-PST.UNW,"When they saw the dead wolf that the donkey had brought, all the wolves said: ""They will kill us!"", ran out of the mill and away.",stan1293,,30,"Когда они увидели там привезенного ослом убитого волка,  все волки убежали из мельницы, нас тоже они убьют мол.",adv	n3-nsuf	pref-v-vsuf-suf	pref-v-vsuf	n3	pref-v-vsuf	adj	n3pl	pron-suf	pref-v	pron-nsuf-suf	n2-nsuf	post-nsuf	pref-v-vsuf
30-25,dido1241,"Elur yiłaƛ’ay mustaħiq’aw močin bäsunč’i, ži eƛnoqor ħadur roqanix zamanno bayn, howt’otow ričanƛin, žedas ħukmu boqno.",eli-r\tyiła-ƛ’ay\tmustaħiq’aw\tmoči-n\tb-esu-č’i\tži\teƛni-qor\tħadur\tr-oq-ani-x\tzaman-n\tb-ay-n\thowt’o-tow\tr-iči-an-ƛin\tžeda-s\tħukmu\tb-oq-n,we-LAT\tDEM2.IISG.OBL-SUPER.ABL\tsuitable\tplace-TOP\tIII-find-NEG.FUT\tnow\twinter-POSS.LAT\tpreparation\tIII.PL-become-MSD-AD.ESS\ttime-TOP\tIII-come-PFV.CVB\there-EMPH\tIII.PL-live-FUT.DEF-QUOT\tDEM1.IIPL.OBL-GEN1\tdecision\tIII-become-PST.UNW,"""We won't find a place more suitable than this one; now the time has come to prepare for the winter; we will live here."" was their decision.",stan1293,,30,"Они решили остаться там же, подходящее чем это место мы не найдем и пришло время готовиться к зиме мол.",pron-nsuf	pron-nsuf	adj	n3-suf	pref-v-vsuf	adv	n2-nsuf	comp	pref-v-deriv-nsuf	n3-suf	pref-v-vsuf	adv-suf	pref-v-vsuf-suf	pron-nsuf	n3	pref-v-vsuf
30-26,dido1241,"K’et’a eƛin, di ħon-mˤalizaƛ’no, mečozałno awbi riqirxo baħnayx bäčiƛin.",k’et’u-a\teƛi-n\tdi\tħon-mˤali-bi-ƛ’-n\tmoči-bi-ł-n\taw-bi\tr-iqir-x\tb-aħnad-x\tb-iči-ƛin,cat-ERG\tsay-PST.UNW\tme\tpasture-PL-SUPER.ESS-and\tfield-PL-CONT.ESS-and\tmouse-PL\tIII.PL-catch-IPFV.CVB\tIII-walk.around-IPFV.CVB\tIII-be-QUOT,"The cat said: ""I'll be walking around catching mice on the pastures and fields.""",stan1293,,30,"Кошка сказала, я по горам и долинам буду ходить, и ловить мышей мол.",n3-nsuf	v-vsuf	pron	n2-nsuf-nsuf-suf	n3-nsuf-nsuf-suf	n3-nsuf	pref-v-vsuf	pref-v-vsuf	pref-v-suf
30-27,dido1241,"Mamalayägon, di rešonazałäy šebin rut’ix bäčiƛin, eƛin.",mamalay-a-gon\tdi\trešoni-bi-łay\tšebin\tr-ut’i-x\tb-iči-ƛin\teƛi-n,rooster-ERG-CNTR\tme\tgarbage-PL-CONT.ABL\tthing\tIV-collect-IPFV.CVB\tIII-be-QUOT\tsay-PST.UNW,"The rooster then said: ""I will be collecting things out of the garbage.""",stan1293,,30,"А петух сказал, я из мусора вещи буду подобрать мол.",n3-nsuf-suf	pron	n4-nsuf-nsuf	n4	pref-v-vsuf	pref-v-suf	v-vsuf
30-28,dido1241,Xizaɣor ʕomoyn mešin gurow reynoynanu.,xizaɣor\tʕomoy-n\tmeši-n\tgurow\tr-eynod-n-anu,finally\tdonkey-and\tbull.calf-and\texcept\tIII.PL-work-PFV.CVB-NEG,"Finally, only the donkey and the calf were working.",stan1293,,30,"В конце концов, работали только осел и теленок.",adv	n3-suf	n3-suf	post	pref-v-vsuf-vsuf
30-29,dido1241,"Rok’ƛ’o anuzaytow, yayn eƛni c’oxno, yegirno isi, rizin roč’i.",rok’u-ƛ’\tanu-zay-tow\ty-ay-n\teƛni\tc’ox-n\ty-egir-n\tisi\tr-izi-n\troč’i,heart-SUPER.ESS\tbe.absent-SIM.CVB-EMPH\tII-come-PFV.CVB\twinter\thit-PFV.CVB\tII-send-PFV.CVB\tsnow\tIII.PL-get.up-PST.UNW\tfrost,"Suddenly, the winter came and sent snow, and frost came.",stan1293,,30,"Вдруг пришла зима, выпал снег, поднялись заморозки.",n4-nsuf	v-vsuf-suf	pref-v-vsuf	n2	v-vsuf	pref-v-vsuf	n2	pref-v-vsuf	n4
30-30,dido1241,Madaħ siskin rac’-xana šebin ƛexunanu.,madaħ\tsiskin\tr-ac’-xan-a\tšebin\tƛexu-n-anu,outside\tanything\tIV-glut.oneself.with-INF\tthing\tremain-PFV.CVB-NEG,Outside nothing remained to glut oneself with.,stan1293,,30,На улице нечего было есть-кушать.,adv	pron	pref-v-vsuf	n4	v-vsuf-vsuf
30-31,dido1241,"ʕOmoyn, mešin yołi tełxorno riħun, eƛnoqor rutäruni bix tatanaxorno roqno rac’xo zown.",ʕomoy-n\tmeši-n\tyołi\tteł-xor-n\tr-iħu-n\teƛni-qor\tr-utir-ru-ni\tbix\ttatana-xor-n\tr-oq-n\tr-ac’-x\tzow-n,donkey-and\tbull.calf-and\thowever\tinside-AD.LAT-TOP\tIII.PL-sit.down-PFV.CVB\twinter-POSS.LAT\tIV-gather-PST.PRT-DEF\thay\twarmth-AD.LAT-TOP\tIII.PL-become-PFV.CVB\tIV-eat-IPFV.CVB\tbe.NPRS-PST.UNW,"The donkey and the calf, however, sat down inside in the warmth and ate the hay that had been gathered for the winter.",stan1293,,30,"А осел и теленок, укрывшись в теплом местечке, ели сено, собранное на зиму.",n3-suf	n3-suf	adv	adv-nsuf-suf	pref-v-vsuf	n2-nsuf	pref-v-vsuf-suf	n4	n-nsuf-suf	pref-v-vsuf	pref-v-vsuf	v-vsuf
30-32,dido1241,"Zamanałäygon k’et’un mamalayn roč’ä ɣˤila rižinosi, aɣˤuz ac-madaxorno rayn, elin regir tełxorƛin harizi roqno.",zaman-łay-gon\tk’et’u-n\tmamalay-n\troč’i-a\tɣˤila\tr-iži-nosi\taɣˤu-z\tac-mada-xor-n\tr-ay-n\teli-n\tr-egir\tteł-xor-ƛin\tharizi\tr-oq-n,time-CONT.ABL-CNTR\tcat-and\trooster-and\tfrost-ERG\tdisturbance\tIV-lead-ANT.CVB\tmill-GEN2\tdoor-AD.LAT-TOP\tIII.PL-come-PFV.CVB\twe-TOP\tIII.PL-let\tinside-AD.LAT-QUOT\trequest\tIII.PL-become-PST.UNW,"After a while, when the frost began to disturb the cat and the rooster, they came to the mill's door and begged: ""Let us inside!""",stan1293,,30,"Через некоторое время, когда холод начал беспокоить кошку и петуха, подошли к двери мельницы и просили, пустите нас вовнутрь мол.",n3-nsuf-suf	n3-suf	n3-suf	n4-nsuf	n4	pref-v-vsuf	n2-nsuf	n4-nsuf-suf	pref-v-vsuf	pron-suf	pref-v	adv-nsuf-suf	comp	pref-v-vsuf
30-33,dido1241,"Sosisi ʕomoyn, mešin ričäsi zown regirxanuƛin, mežan ela riłetow eƛnoqor ħadurłi roda yałiƛin.",sosi-si\tʕomoy-n\tmeši-n\tr-iči-asi\tzow-n\tr-egir-x-anu-ƛin\tmeži-a-n\teli-a\tr-iłe-tow\teƛni-qor\tħadurłi\tr-odi-a\tyałi-ƛin,at.first-LNK\tdonkey-and\tbull.calf-and\tIII.PL-remain-RES.PRT\tbe.NPRS-PFV.CVB\tIII.PL-let-IPFV.CVB-NEG-QUOT\tyou.PL-ERG-TOP\twe-ERG\tIII.PL-as-EMPH\twinter-POSS.LAT\tpreparation\tIV-do-INF\telse-QUOT,"At first, the donkey and the calf remained not letting them in: ""You must as well, just like us, make preparation for the winter!""",stan1293,,30,"Вначале осел, и петух упорно стояли, не пропустим, вам тоже, как и нам, нужно было готовиться к зиме мол.",adv-suf	n3-suf	n3-suf	pref-v-vsuf	v-vsuf	pref-v-vsuf-vsuf-suf	pron-nsuf-suf	pron-nsuf	pref-conj-suf	n2-nsuf	n4	pref-v-vsuf	conj-suf
30-34,dido1241,"Xizyogon nece čeranayzaƛ’, žedux rok’un rexun, regirno.",xizyogon\tnece\tčeranad-zaƛ’\tžedu-x\trok’u-n\tr-exu-n\tr-egir-n,then\tso.much\tbeg-CSL.CVB\tDEM1.IPL.OBL-AD.ESS\theart-TOP\tIV-die-PFV.CVB\tIII.PL-let-PST.UNW,Then they begged so much that the others pittied them and let them in.,stan1293,,30,"Затем, пожалели их, раз столько просили, и пустили.",adv	adv	v-vsuf	pron-nsuf	n4-suf	pref-v-vsuf	pref-v-vsuf
30-35,dido1241,"Mamalayrno k’et’urno xizyo bič’zi roqno, reynoyn gurow žedar rac’-xana šebin riqixanusi yałrułi.",mamalay-r-n\tk’et’u-r-n\txizyo\tbič’zi\tr-oq-n\tr-eynod-n\tgurow\tžeda-r\tr-ac’-xan-a\tšebin\tr-iqi-xanusi\tyoł-rułi,rooster-LAT-and\tcat-LAT-and\tafterwards\tunderstanding\tIII.PL-become-PFV.CVB\tIII.PL-work-PFV.CVB\texcept\tDEM1.IIPL.OBL-LAT\tIV-glut.oneself.with-INF\tthing\tIV-get-NEG.PRS.PRT\tbe-MSD,The rooster and the cat then understood that it is only through work that one gets things to eat.,stan1293,,30,"Петух и кошка потом поняли, что только трудом можно добивать есть-кушать.",n3-nsuf-suf	n3-nsuf-suf	adv	n3	pref-v-vsuf	pref-v-vsuf	post	pron-nsuf	pref-v-vsuf	n4	pref-v-vsuf	v-vsuf
30-36,dido1241,Nełƛ’ay soder nasin žedu cołizin roqno reyno-rizix zown.,neła-ƛ’ay\tsoder\tnasin\tžedu\tcołizi-n\tr-oq-n\tr-eyno-izi-x\tzow-n,DEM1.IISG.OBL-SUPER.ABL\tafter\tall\tDEM1.IPL\tunite-TOP\tIII.PL-become-PFV.CVB\tIII.PL-work-IPFV.CVB\tbe.NPRS-PST.UNW,"After that, they all worked together.",stan1293,,30,С тех пор они согласовано вместе работали.,pron-nsuf	post	adj	pron	comp-suf	pref-v-vsuf	pref-v-vsuf	v-vsuf
30-37,dido1241,"K’uruč’ k’eč’ ɣudi rocu, buq bay.",k’uruč’\tk’eč’\tɣudi\tr-ocu\tbuq\tb-ay,Kuruch\tpearl\tday\tIV-become.clean\tsun\tIII-come,All's well that ends well.,stan1293,,30,"Куруч, бусинка, пусть день проясняется, солнце восходит!",n	n4	n4	pref-v	n3	pref-v
31-1,dido1241,Zownƛax zownanuƛax sis bečedaw žek’u.,zow-n-ƛax\tzow-n-anu-ƛax\tsis\tbečedaw\tžek’u,be.NPRS-PFV.CVB-QUOT\tbe.NPRS-PFV.CVB-NEG-QUOT\tone\twealthy\tman,Once upon a time there was a rich man.,stan1293,,31,"Был, говорят, не был один богатый человек.",v-vsuf-suf	v-vsuf-vsuf-suf	num	adj	n1
31-2,dido1241,Nesis łˤono uži zown.,nesi-s\tłˤono\tuži\tzow-n,he.OBL-GEN1\tthree\tson\tbe.NPRS-PST.UNW,He had three sons.,stan1293,,31,У него было три сына.,pron-nsuf	num	n1	v-vsuf
31-3,dido1241,"Užibi baq’ˤiłnosi babiya eƛin, howži mežur barubi rowa mixno bays, meža hemeł guħƛ’orno bizin c’eruc’abi kuro.",uži-bi\tb-aq’ˤił-nosi\tbabi-a\teƛi-n\thowži\tmeži-r\tbaru-bi\tr-ow-a\tmix-n\tb-ay-s\tmeži-a\themeł\tguħ-ƛ’or-n\tb-izi-n\tc’eruc’a-bi\tkur-o,son-PL\tI.PL-grow.up-ANT.CVB\tdad-ERG\tsay-PST.UNW\tnow\tyou.PL-LAT\twife-PL\tII.PL-marry-INF\ttime-TOP\tIII-come-PST.WIT\tyou.PL-ERG\tDEM4.IISG.OBL\thill-SUPER.LAT-TOP\tI.PL-get.up-PFV.CVB\tbow-PL\tthrow-IMPR,"When the sons grew up, the father said: ""Now the time has come that you marry wives; climb on this hill and shoot with your bows.",stan1293,,31,"Когда сыновья стали взрослыми, отец сказал, теперь настало вам время жениться, вы поднимитесь на ту горку и стреляйте из лука.",n1-nsuf	pref-v-vsuf	n3-nsuf	v-vsuf	adv	pron-nsuf	n2-nsuf	pref-v-vsuf	n3-suf	pref-v-vsuf	pron-nsuf	pron	n3-nsuf-suf	pref-v-vsuf	n4-nsuf	v-vsuf
